Id,ID_A,ID_B,distance_between,spatial_relation
2081,D40,D15,140716.90201707755,eastern
2082,D40,D16,152794.04387277926,northeastern
2083,D40,D17,169206.17658157216,eastern
2084,D40,D18,163585.0165300266,northeastern
2085,D40,D19,134165.02426486913,northeastern
2086,D40,D20,5665.596893349544,southeastern
2087,D40,D21,18981.264051398488,southeastern
2088,D40,D22,19629.32193779747,southern
2089,D40,D23,55571.00829331578,southeastern
2090,D40,D24,0.0,southwestern
2091,D40,D25,44648.75329270927,southeastern
2092,D40,D26,4766.340183046042,southern
2093,D40,D27,51286.82293614843,eastern
2094,D40,D28,31913.15130498169,eastern
2095,D40,D29,26889.62561943571,eastern
2096,D40,D30,41068.929305348305,southern
2097,D40,D31,41615.50676525506,eastern
2098,D40,D32,11644.354074728742,eastern
2099,D40,D33,34423.461806865984,eastern
2100,D40,D34,5537.563399386053,northeastern
2101,D40,D35,15015.2359185246,northern
2102,D40,D36,32185.150827976093,northeastern
2103,D40,D37,0.0,northwestern
2104,D40,D38,30885.999528778793,northeastern
2105,D40,D39,17268.53453855557,northern
2106,D40,D40,0.0,northern
2107,D40,D41,29008.02621709077,eastern
2108,D40,D42,20501.573249003224,eastern
2109,D40,D43,25510.87252772222,northeastern
2110,D40,D44,0.0,eastern
2111,D40,D45,16439.897605781054,northeastern
2112,D40,D46,40561.87706402352,northeastern
2113,D40,D47,47276.67670142305,northeastern
2114,D40,D48,59447.89290817493,northern
2115,D40,D49,46431.1795693998,northeastern
2116,D40,D50,105573.62509705023,northeastern
2117,D40,D51,100080.30774394584,northeastern
2118,D40,D52,75691.31713907934,northeastern
2119,D40,D53,100987.56260363372,northeastern
2120,D41,D1,53333.54969487544,eastern
2121,D41,D2,31730.18106786675,northern
2122,D41,D3,52220.46159931209,eastern
2123,D41,D4,22642.363767784667,northeastern
2124,D41,D5,21953.99792152112,northern
2125,D41,D6,37647.9114354397,eastern
2126,D41,D7,18238.936405091077,eastern
2127,D41,D8,58810.469971089246,northeastern
2128,D41,D9,60119.382725416355,northeastern
2129,D41,D10,35674.66563686825,northeastern
2130,D41,D11,10116.488096949337,northeastern
2131,D41,D12,32785.984149719814,northeastern
2132,D41,D13,130830.86310113718,northeastern
2133,D41,D14,149733.25306948437,northeastern
2134,D41,D15,101224.9183498009,northeastern
2135,D41,D16,121708.76445112615,northeastern
2136,D41,D17,128115.79823079998,eastern
2137,D41,D18,134587.7359845896,northeastern
2138,D41,D19,101137.80583497719,northeastern
2139,D41,D20,15005.910569502237,southwestern
2140,D41,D21,9140.767055805507,southern
2141,D41,D22,53859.9616677716,southwestern
2142,D41,D23,37825.852862549844,southern
2143,D41,D24,34679.50959493784,western
2144,D41,D25,21791.3692951742,southern
2145,D41,D26,35268.29247169321,southwestern
2146,D41,D27,6868.721400913634,southeastern
2147,D41,D28,0.0,southeastern
2148,D41,D29,3119.8814415699903,southern
2149,D41,D30,38026.69310766533,southwestern
2150,D41,D31,0.0,eastern
2151,D41,D32,2004.9228870660188,northwestern
2152,D41,D33,0.0,northeastern
2153,D41,D34,25658.411386715594,northwestern
2154,D41,D35,42399.82256836128,northwestern
2155,D41,D36,30013.729558361312,northern
2156,D41,D37,25204.525149020967,western
2157,D41,D38,15924.808265508713,northern
2158,D41,D39,33849.5596894843,northwestern
2159,D41,D40,29008.02621709077,western
2160,D41,D41,0.0,northern
2161,D41,D42,0.0,northwestern
2162,D41,D43,20105.036342300755,northwestern
2163,D41,D44,6272.589679293507,western
2164,D41,D45,22022.33234219089,northwestern
2165,D41,D46,32438.961313577143,northern
2166,D41,D47,28975.330301784998,northern
2167,D41,D48,58696.340842375175,northern
2168,D41,D49,35125.68879258054,northern
2169,D41,D50,90030.03068256952,northern
2170,D41,D51,77288.0830088325,northeastern
2171,D41,D52,54089.937105993995,northern
2172,D41,D53,72848.34351457785,northeastern
2173,D42,D1,50080.30920531236,eastern
2174,D42,D2,13611.444459073136,northeastern
2175,D42,D3,62150.677532763846,eastern
2176,D42,D4,14639.041370713134,eastern
2177,D42,D5,3977.9651474060897,northeastern
2178,D42,D6,46325.96013371393,eastern
2179,D42,D7,21362.08202197694,eastern
2180,D42,D8,48799.4136148699,eastern
2181,D42,D9,45714.40093490773,northeastern
2182,D42,D10,24704.639963354824,northeastern
2183,D42,D11,0.0,eastern
2184,D42,D12,17353.043186386127,northeastern
2185,D42,D13,117887.37436881088,northeastern
2186,D42,D14,133980.03690992563,northeastern
2187,D42,D15,93800.05439446299,eastern
2188,D42,D16,107572.7961425361,northeastern
2189,D42,D17,122613.5904853793,eastern
2190,D42,D18,119484.46657384868,northeastern
2191,D42,D19,88287.30586401519,northeastern
2192,D42,D20,4775.0769819183315,southwestern
2193,D42,D21,0.0,southern
2194,D42,D22,44099.37389352064,southwestern
2195,D42,D23,33609.932976176846,southern
2196,D42,D24,26472.469013982565,western
2197,D42,D25,24274.65946133463,southern
2198,D42,D26,26625.779705118992,southwestern
2199,D42,D27,12646.062876069853,southeastern
2200,D42,D28,0.0,southeastern
2201,D42,D29,0.0,southern
2202,D42,D30,30736.538222370396,southern
2203,D42,D31,6854.252365225597,southeastern
2204,D42,D32,0.0,western
2205,D42,D33,0.0,eastern
2206,D42,D34,6749.659147061249,western
2207,D42,D35,21786.275999582922,northwestern
2208,D42,D36,9347.13852389873,northern
2209,D42,D37,12778.83210688015,western
2210,D42,D38,0.0,northern
2211,D42,D39,11789.296003132806,northwestern
2212,D42,D40,20501.573249003224,western
2213,D42,D41,0.0,southeastern
2214,D42,D42,0.0,northern
2215,D42,D43,0.0,northern
2216,D42,D44,0.0,southwestern
2217,D42,D45,0.0,northwestern
2218,D42,D46,14188.731224836274,northern
2219,D42,D47,11137.554551195783,northern
2220,D42,D48,39789.057866093885,northern
2221,D42,D49,18251.95849147933,northern
2222,D42,D50,72059.42798584705,northern
2223,D42,D51,59935.96276194801,northeastern
2224,D42,D52,36602.771699166224,northern
2225,D42,D53,56913.63911531422,northeastern
2226,D43,D1,62898.938343132366,eastern
2227,D43,D2,14437.235433528827,northeastern
2228,D43,D3,81048.67972355855,southeastern
2229,D43,D4,30450.642612600783,eastern
2230,D43,D5,10628.713480021044,eastern
2231,D43,D6,64001.07694144999,southeastern
2232,D43,D7,39122.20822274297,eastern
2233,D43,D8,61029.747700163105,eastern
2234,D43,D9,54199.56437592036,northeastern
2235,D43,D10,35683.48825250258,eastern
2236,D43,D11,10870.143562278821,eastern
2237,D43,D12,24988.64279257915,eastern
2238,D43,D13,126145.55517895483,northeastern
2239,D43,D14,138181.01572595927,northeastern
2240,D43,D15,104740.71083072363,eastern
2241,D43,D16,114350.20072732812,northeastern
2242,D43,D17,135406.61571431757,eastern
2243,D43,D18,124909.78973289214,northeastern
2244,D43,D19,96077.23696731031,northeastern
2245,D43,D20,31985.845366211117,southern
2246,D43,D21,29589.404023925275,southern
2247,D43,D22,62294.65458188986,southwestern
2248,D43,D23,66576.79329286427,southern
2249,D43,D24,39347.62326881903,southwestern
2250,D43,D25,54379.16318325884,southern
2251,D43,D26,42907.750030853545,southwestern
2252,D43,D27,30279.822402028072,southeastern
2253,D43,D28,27712.078498057654,southeastern
2254,D43,D29,30553.173989791485,southern
2255,D43,D30,62435.14447995914,southern
2256,D43,D31,25042.004316992312,southeastern
2257,D43,D32,1628.459546749284,southern
2258,D43,D33,14842.80576421212,southeastern
2259,D43,D34,8406.930626579018,western
2260,D43,D35,19825.36412605646,northwestern
2261,D43,D36,0.0,northern
2262,D43,D37,18094.675382653,western
2263,D43,D38,0.0,eastern
2264,D43,D39,8721.04883373221,northwestern
2265,D43,D40,25510.87252772222,southwestern
2266,D43,D41,20105.036342300755,southeastern
2267,D43,D42,0.0,southern
2268,D43,D43,0.0,northern
2269,D43,D44,7617.307094157673,southwestern
2270,D43,D45,0.0,western
2271,D43,D46,3386.5952764581734,northern
2272,D43,D47,9007.362486449978,northeastern
2273,D43,D48,28793.705157454136,northern
2274,D43,D49,9416.400301753381,northeastern
2275,D43,D50,69407.45148644198,northeastern
2276,D43,D51,61639.39663215529,northeastern
2277,D43,D52,37357.38369555815,northeastern
2278,D43,D53,62415.95602506302,northeastern
2279,D44,D1,73757.58009610084,eastern
2280,D44,D2,34891.62223225275,northeastern
2281,D44,D3,70146.09386087487,eastern
2282,D44,D4,41116.37184315011,eastern
2283,D44,D5,29547.938153800995,northeastern
2284,D44,D6,57522.10052560146,eastern
2285,D44,D7,38660.5516312835,eastern
2286,D44,D8,77066.54096092189,northeastern
2287,D44,D9,73968.61532032654,northeastern
2288,D44,D10,53486.71494075509,northeastern
2289,D44,D11,26735.521140679706,northeastern
2290,D44,D12,44645.58458533877,northeastern
2291,D44,D13,146211.09381214847,northeastern
2292,D44,D14,158927.79344455703,northeastern
2293,D44,D15,120927.28336527309,northeastern
2294,D44,D16,134810.63583146074,northeastern
2295,D44,D17,148453.75519625118,eastern
2296,D44,D18,145593.48792928172,northeastern
2297,D44,D19,116247.21822992577,northeastern
2298,D44,D20,0.0,southern
2299,D44,D21,0.0,southeastern
2300,D44,D22,20029.22372936707,southwestern
2301,D44,D23,35386.901715726504,southeastern
2302,D44,D24,0.0,western
2303,D44,D25,25449.848656531092,southeastern
2304,D44,D26,0.0,southern
2305,D44,D27,27342.677051081268,eastern
2306,D44,D28,7337.93091094115,eastern
2307,D44,D29,3359.673663512222,eastern
2308,D44,D30,26925.88703257522,southern
2309,D44,D31,18199.46349630324,eastern
2310,D44,D32,0.0,northeastern
2311,D44,D33,14050.271529992173,eastern
2312,D44,D34,0.0,northern
2313,D44,D35,14660.695547439936,northwestern
2314,D44,D36,15031.41211799532,northern
2315,D44,D37,0.0,northwestern
2316,D44,D38,13070.484122580465,northeastern
2317,D44,D39,7748.043620477229,northern
2318,D44,D40,0.0,western
2319,D44,D41,6272.589679293507,eastern
2320,D44,D42,0.0,northeastern
2321,D44,D43,7617.307094157673,northeastern
2322,D44,D44,0.0,northern
2323,D44,D45,0.0,northern
2324,D44,D46,23126.59785128246,northern
2325,D44,D47,29462.025891004854,northeastern
2326,D44,D48,44533.48067157172,northern
2327,D44,D49,29292.45711302504,northeastern
2328,D44,D50,88952.31244733451,northeastern
2329,D44,D51,82299.99632414128,northeastern
2330,D44,D52,57935.115621497156,northeastern
2331,D44,D53,82988.04241553653,northeastern
2332,D45,D1,72337.39346974151,eastern
2333,D45,D2,21477.846161521058,eastern
2334,D45,D3,85750.83509675093,southeastern
2335,D45,D4,38027.398689288224,eastern
2336,D45,D5,19370.246406432252,eastern
2337,D45,D6,68734.16212362835,southeastern
2338,D45,D7,44403.85388879083,eastern
2339,D45,D8,69938.63160547824,eastern
2340,D45,D9,61361.294664026434,eastern
2341,D45,D10,42328.88912479589,eastern
2342,D45,D11,20217.568315615667,eastern
2343,D45,D12,33206.384327144224,eastern
2344,D45,D13,132007.359497766,eastern
2345,D45,D14,141217.3726581528,northeastern
2346,D45,D15,112065.19558927655,eastern
2347,D45,D16,119327.37091339914,northeastern
2348,D45,D17,144376.73601837663,eastern
2349,D45,D18,128820.8028306228,northeastern
2350,D45,D19,101722.92504482994,northeastern
2351,D45,D20,29873.835668734897,southern
2352,D45,D21,29002.624203457897,southern
2353,D45,D22,54674.23055052813,southwestern
2354,D45,D23,66516.86049816324,southern
2355,D45,D24,32066.882874047653,southwestern
2356,D45,D25,55441.14003575188,southeastern
2357,D45,D26,36708.06026803216,southern
2358,D45,D27,35486.943529212185,southeastern
2359,D45,D28,28201.63225925555,southeastern
2360,D45,D29,30442.96759188089,southeastern
2361,D45,D30,61285.542202456185,southern
2362,D45,D31,28169.662452508313,southeastern
2363,D45,D32,0.0,southern
2364,D45,D33,17415.456584803447,southeastern
2365,D45,D34,0.0,southwestern
2366,D45,D35,7725.917285772811,northwestern
2367,D45,D36,0.0,northeastern
2368,D45,D37,6301.785474471882,southwestern
2369,D45,D38,5067.765368765275,eastern
2370,D45,D39,0.0,northern
2371,D45,D40,16439.897605781054,southwestern
2372,D45,D41,22022.33234219089,southeastern
2373,D45,D42,0.0,southeastern
2374,D45,D43,0.0,eastern
2375,D45,D44,0.0,southern
2376,D45,D45,0.0,northern
2377,D45,D46,5066.065007330317,northeastern
2378,D45,D47,13414.027490276821,northeastern
2379,D45,D48,21148.077741483285,northern
2380,D45,D49,9468.982614559522,northeastern
2381,D45,D50,67188.64839469074,northeastern
2382,D45,D51,64068.63463389228,northeastern
2383,D45,D52,39893.42721089782,northeastern
2384,D45,D53,65970.28950348182,northeastern
2385,D46,D1,60614.209834783636,eastern
2386,D46,D2,8764.702881610488,eastern
2387,D46,D3,85890.3905405174,southeastern
2388,D46,D4,31507.743373955338,southeastern
2389,D46,D5,8512.012106528082,southeastern
2390,D46,D6,69206.85563428365,southeastern
2391,D46,D7,43673.35327294449,southeastern
2392,D46,D8,57637.42023427934,eastern
2393,D46,D9,47965.54553389076,eastern
2394,D46,D10,29607.979223189188,eastern
2395,D46,D11,13926.41720497952,southeastern
2396,D46,D12,21182.258826841182,eastern
2397,D46,D13,116911.04443132182,eastern
2398,D46,D14,124258.97259500787,northeastern
2399,D46,D15,98688.56572862,eastern
2400,D46,D16,103551.45537396603,northeastern
2401,D46,D17,132153.10514235697,eastern
2402,D46,D18,112295.89633469647,northeastern
2403,D46,D19,86046.72478854896,northeastern
2404,D46,D20,49212.486784000255,southern
2405,D46,D21,46181.860154626316,southern
2406,D46,D22,78599.88565391615,southwestern
2407,D46,D23,81353.98508521657,southern
2408,D46,D24,55867.99493749941,southwestern
2409,D46,D25,66832.73358882658,southern
2410,D46,D26,59937.62052722574,southern
2411,D46,D27,37079.52476754245,southeastern
2412,D46,D28,41229.875452505396,southern
2413,D46,D29,45193.10517979218,southern
2414,D46,D30,78853.11107420678,southern
2415,D46,D31,35138.79523379577,southeastern
2416,D46,D32,18340.931583884623,southern
2417,D46,D33,24177.185133925854,southeastern
2418,D46,D34,20605.09260141805,southwestern
2419,D46,D35,23255.33174412104,western
2420,D46,D36,0.0,southwestern
2421,D46,D37,27433.97740955968,southwestern
2422,D46,D38,0.0,southeastern
2423,D46,D39,0.0,western
2424,D46,D40,40561.87706402352,southwestern
2425,D46,D41,32438.961313577143,southern
2426,D46,D42,14188.731224836274,southern
2427,D46,D43,3386.5952764581734,southern
2428,D46,D44,23126.59785128246,southern
2429,D46,D45,5066.065007330317,southwestern
2430,D46,D46,0.0,northern
2431,D46,D47,332.1057706530455,eastern
2432,D46,D48,10622.243024248335,northern
2433,D46,D49,0.0,northeastern
2434,D46,D50,51154.69989142933,northeastern
2435,D46,D51,47017.48065221316,northeastern
2436,D46,D52,23575.489117789923,northeastern
2437,D46,D53,49376.544927740586,northeastern
2438,D47,D1,49680.238256818295,eastern
2439,D47,D2,0.0,eastern
2440,D47,D3,76674.69784480004,southeastern
2441,D47,D4,21129.69988543685,southeastern
2442,D47,D5,0.0,southeastern
2443,D47,D6,59751.30882549617,southeastern
2444,D47,D7,32605.905335445263,southeastern
2445,D47,D8,47166.42530228579,eastern
2446,D47,D9,38360.19536689774,eastern
2447,D47,D10,19305.292711339847,eastern
2448,D47,D11,6651.268431413416,southeastern
2449,D47,D12,10433.375807850998,eastern
2450,D47,D13,108876.52383751515,eastern
2451,D47,D14,119335.97813326491,northeastern
2452,D47,D15,89026.09161814253,eastern
2453,D47,D16,96406.30489623532,northeastern
2454,D47,D17,121602.7838744771,eastern
2455,D47,D18,106428.39914266877,northeastern
2456,D47,D19,78760.03981059851,northeastern
2457,D47,D20,50935.98687478908,southern
2458,D47,D21,46945.2485854581,southern
2459,D47,D22,84593.60247524026,southwestern
2460,D47,D23,78585.5980312349,southern
2461,D47,D24,61640.78962431069,southwestern
2462,D47,D25,62263.629882188936,southern
2463,D47,D26,64852.88933498392,southwestern
2464,D47,D27,29969.382129354657,southeastern
2465,D47,D28,36493.41247813614,southern
2466,D47,D29,42733.618961811124,southern
2467,D47,D30,78587.58838603785,southern
2468,D47,D31,29725.894809482666,southern
2469,D47,D32,23747.862535313718,southwestern
2470,D47,D33,19225.9917679043,southern
2471,D47,D34,28019.411542160233,southwestern
2472,D47,D35,34471.78292536357,western
2473,D47,D36,6537.486118488246,western
2474,D47,D37,35697.940027143246,southwestern
2475,D47,D38,0.0,southern
2476,D47,D39,6080.514390044668,western
2477,D47,D40,47276.67670142305,southwestern
2478,D47,D41,28975.330301784998,southern
2479,D47,D42,11137.554551195783,southern
2480,D47,D43,9007.362486449978,southwestern
2481,D47,D44,29462.025891004854,southwestern
2482,D47,D45,13414.027490276821,southwestern
2483,D47,D46,332.1057706530455,western
2484,D47,D47,0.0,northern
2485,D47,D48,14545.709504108441,northern
2486,D47,D49,0.0,northeastern
2487,D47,D50,49549.77470801266,northeastern
2488,D47,D51,42503.90566608052,northeastern
2489,D47,D52,18140.22003023522,northeastern
2490,D47,D53,43938.69342240075,northeastern
2491,D48,D1,61971.59372785397,southeastern
2492,D48,D2,25300.096016060797,southeastern
2493,D48,D3,102650.02780826896,southeastern
2494,D48,D4,47773.83539483374,southeastern
2495,D48,D5,29760.244490871868,southern
2496,D48,D6,83666.92228094899,southeastern
2497,D48,D7,51311.7128690895,southeastern
2498,D48,D8,52590.53945343602,southeastern
2499,D48,D9,38340.66298161596,southeastern
2500,D48,D10,20862.58707688073,southeastern
2501,D48,D11,37610.449859860906,southeastern
2502,D48,D12,27992.018725288697,southeastern
2503,D48,D13,92775.53185834116,eastern
2504,D48,D14,79058.41385860194,eastern
2505,D48,D15,85514.45366621489,eastern
2506,D48,D16,76448.86945035183,eastern
2507,D48,D17,118166.23049771023,eastern
2508,D48,D18,77588.30299480289,eastern
2509,D48,D19,55321.39357851244,eastern
2510,D48,D20,73996.1651902854,southern
2511,D48,D21,71635.16333196683,southern
2512,D48,D22,96336.99168742522,southern
2513,D48,D23,107557.8553050842,southern
2514,D48,D24,69325.41069023879,southwestern
2515,D48,D25,93072.08894537679,southern
2516,D48,D26,80473.81589812333,southern
2517,D48,D27,61259.195946381464,southern
2518,D48,D28,67473.99030303546,southern
2519,D48,D29,71449.62087105405,southern
2520,D48,D30,104478.5477991705,southern
2521,D48,D31,61334.72069981726,southern
2522,D48,D32,42075.14930834986,southern
2523,D48,D33,50359.56703422655,southern
2524,D48,D34,39363.813375951264,southern
2525,D48,D35,0.0,southwestern
2526,D48,D36,16660.865963787946,southern
2527,D48,D37,39655.99738540656,southwestern
2528,D48,D38,23799.44591182365,southern
2529,D48,D39,0.0,southwestern
2530,D48,D40,59447.89290817493,southern
2531,D48,D41,58696.340842375175,southern
2532,D48,D42,39789.057866093885,southern
2533,D48,D43,28793.705157454136,southern
2534,D48,D44,44533.48067157172,southern
2535,D48,D45,21148.077741483285,southern
2536,D48,D46,10622.243024248335,southern
2537,D48,D47,14545.709504108441,southern
2538,D48,D48,0.0,northern
2539,D48,D49,0.0,southeastern
2540,D48,D50,0.0,northeastern
2541,D48,D51,17514.865040240733,eastern
2542,D48,D52,0.0,eastern
2543,D48,D53,29668.143092511207,eastern
2544,D49,D1,32898.004612970384,southeastern
2545,D49,D2,0.0,southern
2546,D49,D3,69057.84722240684,southeastern
2547,D49,D4,14114.458480094981,southeastern
2548,D49,D5,0.0,southern
2549,D49,D6,51366.63777952349,southeastern
2550,D49,D7,19508.7452453429,southeastern
2551,D49,D8,25699.600637620766,eastern
2552,D49,D9,14850.932624194684,eastern
2553,D49,D10,0.0,eastern
2554,D49,D11,4200.4143903491495,southern
2555,D49,D12,0.0,southeastern
2556,D49,D13,85247.48715818043,eastern
2557,D49,D14,97205.46286746695,northeastern
2558,D49,D15,65585.37400083184,eastern
2559,D49,D16,73107.95244252232,eastern
2560,D49,D17,100324.46693060487,eastern
2561,D49,D18,83568.20651895335,northeastern
2562,D49,D19,55127.52562497914,eastern
2563,D49,D20,54399.81572118136,southern
2564,D49,D21,51003.43802416082,southern
2565,D49,D22,84639.98895662886,southwestern
2566,D49,D23,84204.07163904684,southern
2567,D49,D24,61569.64283008076,southwestern
2568,D49,D25,63620.00314531587,southern
2569,D49,D26,66119.81458956905,southwestern
2570,D49,D27,30011.26211620422,southern
2571,D49,D28,40645.453901092136,southern
2572,D49,D29,48496.78906135807,southern
2573,D49,D30,83331.41684118273,southern
2574,D49,D31,33308.23174867675,southern
2575,D49,D32,24403.14723338498,southwestern
2576,D49,D33,22958.204340149205,southern
2577,D49,D34,25984.261428980022,southwestern
2578,D49,D35,25916.14715309599,western
2579,D49,D36,3641.070611341819,southwestern
2580,D49,D37,31617.238946754554,southwestern
2581,D49,D38,0.0,southern
2582,D49,D39,0.0,western
2583,D49,D40,46431.1795693998,southwestern
2584,D49,D41,35125.68879258054,southern
2585,D49,D42,18251.95849147933,southern
2586,D49,D43,9416.400301753381,southwestern
2587,D49,D44,29292.45711302504,southwestern
2588,D49,D45,9468.982614559522,southwestern
2589,D49,D46,0.0,southwestern
2590,D49,D47,0.0,southwestern
2591,D49,D48,0.0,northwestern
2592,D49,D49,0.0,northern
2593,D49,D50,25344.859780448525,northeastern
2594,D49,D51,20130.76541143214,northeastern
2595,D49,D52,0.0,northeastern
2596,D49,D53,21116.347229869516,eastern
2597,D50,D1,61968.58567248292,southeastern
2598,D50,D2,49390.16540832558,southern
2599,D50,D3,109875.6775090483,southern
2600,D50,D4,64106.50909270862,southern
2601,D50,D5,52982.402762488426,southern
2602,D50,D6,89341.15949978892,southern
2603,D50,D7,59691.15156357227,southern
2604,D50,D8,39182.281267119986,southeastern
2605,D50,D9,32675.985258577926,southern
2606,D50,D10,28749.917118532267,southern
2607,D50,D11,57386.75534708747,southern
2608,D50,D12,44068.263481695365,southern
2609,D50,D13,44385.59909420003,eastern
2610,D50,D14,24408.67443499242,eastern
2611,D50,D15,47907.71974778217,southeastern
2612,D50,D16,29410.71406668292,eastern
2613,D50,D17,71937.0387726038,southeastern
2614,D50,D18,26243.17578439195,eastern
2615,D50,D19,8877.958985432373,southeastern
2616,D50,D20,113715.97268704444,southwestern
2617,D50,D21,109670.25669374762,southern
2618,D50,D22,143758.89317447768,southwestern
2619,D50,D23,137892.97195218943,southern
2620,D50,D24,119176.83903962164,southwestern
2621,D50,D25,116351.57525336133,southern
2622,D50,D26,125881.80975845015,southwestern
2623,D50,D27,83353.51147442941,southern
2624,D50,D28,94285.73675953547,southern
2625,D50,D29,103627.18246304963,southern
2626,D50,D30,140617.26265263802,southern
2627,D50,D31,87016.30149359911,southern
2628,D50,D32,84407.76209639567,southwestern
2629,D50,D33,76661.02389041925,southern
2630,D50,D34,84943.53328992391,southwestern
2631,D50,D35,58136.050985012516,southwestern
2632,D50,D36,61003.880593905094,southwestern
2633,D50,D37,87128.15277155195,southwestern
2634,D50,D38,59647.373883576896,southwestern
2635,D50,D39,42487.33237126521,southwestern
2636,D50,D40,105573.62509705023,southwestern
2637,D50,D41,90030.03068256952,southern
2638,D50,D42,72059.42798584705,southern
2639,D50,D43,69407.45148644198,southwestern
2640,D50,D44,88952.31244733451,southwestern
2641,D50,D45,67188.64839469074,southwestern
2642,D50,D46,51154.69989142933,southwestern
2643,D50,D47,49549.77470801266,southwestern
2644,D50,D48,0.0,southwestern
2645,D50,D49,25344.859780448525,southwestern
2646,D50,D50,0.0,northern
2647,D50,D51,0.0,southern
2648,D50,D52,0.0,southern
2649,D50,D53,0.0,southeastern
2650,D51,D1,43786.3598172916,southeastern
2651,D51,D2,37588.98551568028,southwestern
2652,D51,D3,92703.43840145897,southern
2653,D51,D4,47445.0573888042,southern
2654,D51,D5,39917.72244949107,southwestern
2655,D51,D6,70585.47480497825,southern
2656,D51,D7,41165.952595928575,southern
2657,D51,D8,24280.725840613264,southeastern
2658,D51,D9,14279.88625157889,southeastern
2659,D51,D10,13459.108265673842,southern
2660,D51,D11,42862.82067877762,southern
2661,D51,D12,28386.119864632015,southern
2662,D51,D13,57240.14725878567,eastern
2663,D51,D14,57294.42927434914,northeastern
2664,D51,D15,47759.96765464368,southeastern
2665,D51,D16,41830.94221736289,eastern
2666,D51,D17,81684.06785226059,eastern
2667,D51,D18,47135.378406630545,eastern
2668,D51,D19,22573.18510665086,eastern
2669,D51,D20,103153.35149886619,southwestern
2670,D51,D21,98488.30603998233,southern
2671,D51,D22,137652.11687752028,southwestern
2672,D51,D23,123247.74426667407,southern
2673,D51,D24,114708.35234638209,southwestern
2674,D51,D25,99970.27461799044,southern
2675,D51,D26,118033.01640666106,southwestern
2676,D51,D27,67771.05163994276,southern
2677,D51,D28,79728.34876405053,southern
2678,D51,D29,90350.73076599042,southwestern
2679,D51,D30,127774.09819352764,southwestern
2680,D51,D31,72863.90555719503,southern
2681,D51,D32,76594.85208313967,southwestern
2682,D51,D33,62625.967520912,southern
2683,D51,D34,80260.04098808447,southwestern
2684,D51,D35,67666.28091758201,western
2685,D51,D36,57322.183441516085,southwestern
2686,D51,D37,85869.99503136662,southwestern
2687,D51,D38,51852.46900673633,southwestern
2688,D51,D39,44009.921740103346,southwestern
2689,D51,D40,100080.30774394584,southwestern
2690,D51,D41,77288.0830088325,southwestern
2691,D51,D42,59935.96276194801,southwestern
2692,D51,D43,61639.39663215529,southwestern
2693,D51,D44,82299.99632414128,southwestern
2694,D51,D45,64068.63463389228,southwestern
2695,D51,D46,47017.48065221316,southwestern
2696,D51,D47,42503.90566608052,southwestern
2697,D51,D48,17514.865040240733,western
2698,D51,D49,20130.76541143214,southwestern
2699,D51,D50,0.0,northern
2700,D51,D51,0.0,northern
2701,D51,D52,0.0,southwestern
2702,D51,D53,0.0,eastern
2703,D52,D1,28314.437788736137,southeastern
2704,D52,D2,14053.776862226376,southern
2705,D52,D3,77234.00483860618,southeastern
2706,D52,D4,27844.04157312802,southern
2707,D52,D5,16653.26090860341,southern
2708,D52,D6,55113.81730615494,southeastern
2709,D52,D7,25595.751910228664,southern
2710,D52,D8,14751.495736444806,southeastern
2711,D52,D9,0.0,southeastern
2712,D52,D10,0.0,southeastern
2713,D52,D11,20421.352756030912,southern
2714,D52,D12,7232.605480504208,southern
2715,D52,D13,63509.603694790785,eastern
2716,D52,D14,70990.89295178484,northeastern
2717,D52,D15,45986.934906654664,eastern
2718,D52,D16,50908.048837304734,eastern
2719,D52,D17,83779.92534828355,eastern
2720,D52,D18,60503.115767197654,eastern
2721,D52,D19,33295.759721058166,eastern
2722,D52,D20,79589.70155949889,southwestern
2723,D52,D21,75080.28203854938,southern
2724,D52,D22,113359.13121133792,southwestern
2725,D52,D23,100992.74149388168,southern
2726,D52,D24,90442.81571341996,southwestern
2727,D52,D25,79537.46681274759,southern
2728,D52,D26,93977.81192273826,southwestern
2729,D52,D27,46373.68934015664,southern
2730,D52,D28,57362.3786857972,southern
2731,D52,D29,67311.91518174754,southern
2732,D52,D30,104680.39511922777,southern
2733,D52,D31,50197.05555901582,southern
2734,D52,D32,52300.88442043888,southwestern
2735,D52,D33,39854.485322539695,southern
2736,D52,D34,55916.82257948806,southwestern
2737,D52,D35,38493.75572847816,western
2738,D52,D36,33570.22410073506,southwestern
2739,D52,D37,61429.90292599322,southwestern
2740,D52,D38,27606.573643163738,southwestern
2741,D52,D39,16927.789261162754,southwestern
2742,D52,D40,75691.31713907934,southwestern
2743,D52,D41,54089.937105993995,southern
2744,D52,D42,36602.771699166224,southern
2745,D52,D43,37357.38369555815,southwestern
2746,D52,D44,57935.115621497156,southwestern
2747,D52,D45,39893.42721089782,southwestern
2748,D52,D46,23575.489117789923,southwestern
2749,D52,D47,18140.22003023522,southwestern
2750,D52,D48,0.0,western
2751,D52,D49,0.0,southwestern
2752,D52,D50,0.0,northern
2753,D52,D51,0.0,northeastern
2754,D52,D52,0.0,northern
2755,D52,D53,0.0,eastern
2756,D53,D1,23374.85329466948,southeastern
2757,D53,D2,36755.75837657184,southwestern
2758,D53,D3,58913.03321125489,southern
